Exp.Date:,Voyage N°:,Poids:,Montant HT:,filename,Depart,Arrivee
2024-09-05,LILTRP000131438,"6727,10","320,00",SupplierPreInvoiceSPI00509364.pdf,"FR-60126 LONGUEIL STE
A",FR-60490 RESSONS-SUR-
2024-09-05,LILTRP000131439,"10134,34","320,00",SupplierPreInvoiceSPI00509364.pdf,"FR-60126 LONGUEIL STE
A",FR-75380 CHILLY-
2024-09-06,LILTRP000131356,"8602,13","270,00",SupplierPreInvoiceSPI00509364.pdf,"FR-60126 LONGUEIL STE
A",FR-77220 PRESLES EN
2024-09-10,LILTRP000131543,"5148,72","270,00",SupplierPreInvoiceSPI00509364.pdf,"FR-60126 LONGUEIL STE
A",FR-77550 MOISSY
2024-09-11,LILTRP000131641,"4867,14","320,00",SupplierPreInvoiceSPI00509364.pdf,"FR-60126 LONGUEIL STE
A",FR-91320 WISSOUS
2024-09-11,LILTRP000131877,"9944,03","320,00",SupplierPreInvoiceSPI00509364.pdf,"FR-60126 LONGUEIL STE
A",FR-77176 SAVIGNY LE
2024-09-12,LILTRP000131855,"2496,14","270,00",SupplierPreInvoiceSPI00509364.pdf,"FR-60126 LONGUEIL STE
A",FR-91140 VILLEBON-SUR-
2024-09-12,LILTRP000131795,"7916,94","320,00",SupplierPreInvoiceSPI00509364.pdf,"FR-60126 LONGUEIL STE
A",
2024-08-13,PARTRP000118487,"11866,00","-10,00",SupplierPreInvoiceSPI00509365.pdf,"FR-77165 ST SOUPPLETS
A",FR-95140 GARGES LÈS
2024-08-29,PARTRP000120247,"322,41","235,40",SupplierPreInvoiceSPI00509365.pdf,"FR-95500 BONNEUIL EN
A",FR-91120 PALAISEAU
2024-08-29,PARTRP000120249,"193,55","235,40",SupplierPreInvoiceSPI00509365.pdf,"FR-95500 BONNEUIL EN
A",FR-78440 GARGENVILLE
2024-08-30,PARTRP000119707,"9878,85","350,00",SupplierPreInvoiceSPI00509365.pdf,"FR-60490 RESSONS SUR
A",FR-60300 SENLIS
2024-08-30,PARTRP000120569,"525,04","278,20",SupplierPreInvoiceSPI00509365.pdf,"FR-95500 BONNEUIL EN
A",FR-77510 SABLONNIERES
2024-08-30,PARTRP000120570,"832,86","256,80",SupplierPreInvoiceSPI00509365.pdf,"FR-95500 BONNEUIL EN
A",FR-78270 BLARU
2024-09-02,PARTRP000120675,"468,92","203,30",SupplierPreInvoiceSPI00509365.pdf,"FR-95500 BONNEUIL EN
A",FR-94700 MAISON
2024-09-02,PARTRP000120676,"182,46","224,70",SupplierPreInvoiceSPI00509365.pdf,"FR-95500 BONNEUIL EN
A",FR-92420 VAUCRESSON
2024-09-03,PARTRP000120829,"685,94","267,50",SupplierPreInvoiceSPI00509365.pdf,"FR-95500 BONNEUIL EN
A",FR-91590 LA FERTE ALAIS
2024-09-03,PARTRP000120833,"359,07","246,10",SupplierPreInvoiceSPI00509365.pdf,"FR-95500 BONNEUIL EN
A",FR-93160 NOISY LE
2024-09-04,PARTRP000121051,"663,40","321,00",SupplierPreInvoiceSPI00509365.pdf,"FR-95500 BONNEUIL EN
A",FR-77140 NEMOURS
2024-09-04,PARTRP000121052,"105,60","224,70",SupplierPreInvoiceSPI00509365.pdf,"FR-95500 BONNEUIL EN
A",FR-78200 BUCHELAY
2024-09-04,PARTRP000120920,"8000,00","554,50",SupplierPreInvoiceSPI00509365.pdf,"FR-77170 BRIE COMTE
A",FR-02200 SOISSONS
2024-09-05,PARTRP000121215,"982,11","342,40",SupplierPreInvoiceSPI00509365.pdf,"FR-95500 BONNEUIL EN
A",FR-77140 NEMOURS
2024-09-05,PARTRP000121218,"492,14","246,10",SupplierPreInvoiceSPI00509365.pdf,"FR-95500 BONNEUIL EN
A",FR-78700 CONFLANS STE
2024-09-06,PARTRP000121450,"999,28","342,40",SupplierPreInvoiceSPI00509365.pdf,"FR-95500 BONNEUIL EN
A",FR-91120 PALAISEAU
2024-09-06,PARTRP000121451,"764,53","235,40",SupplierPreInvoiceSPI00509365.pdf,"FR-95500 BONNEUIL EN
A",FR-78111 DAMMARTIN EN
2024-09-09,PARTRP000121050,"6223,69","180,00",SupplierPreInvoiceSPI00509365.pdf,"FR-77185 LOGNES
A",FR-77700 SERRIS
2024-09-09,PARTRP000120678,"8135,30","350,00",SupplierPreInvoiceSPI00509365.pdf,"FR-60490 RESSONS SUR
A",FR-60300 SENLIS
2024-09-09,PARTRP000120888,"10246,00","200,00",SupplierPreInvoiceSPI00509365.pdf,"FR-77220 GRETZ-
A",FR-77550 MOISSY-
2024-09-09,PARTRP000121608,"1398,69","374,50",SupplierPreInvoiceSPI00509365.pdf,"FR-95500 BONNEUIL EN
A",FR-94214 LA VARENNE ST
2024-09-09,PARTRP000121609,"290,57","256,80",SupplierPreInvoiceSPI00509365.pdf,"FR-95500 BONNEUIL EN
A",FR-77780 BOURRON
2024-09-10,PARTRP000121068,"6180,00","210,00",SupplierPreInvoiceSPI00509365.pdf,"FR-60800 CREPY EN
A",FR-78520 LIMAY
2024-09-10,PARTRP000121069,"9600,00","190,00",SupplierPreInvoiceSPI00509365.pdf,"FR-60800 CREPY EN
A",FR-93380 PIERREFITTE
2024-09-10,PARTRP000121731,"748,97","267,50",SupplierPreInvoiceSPI00509365.pdf,"FR-95500 BONNEUIL EN
A",FR-77240 SEINE PORT
2024-09-10,PARTRP000121733,"427,48","246,10",SupplierPreInvoiceSPI00509365.pdf,"FR-95500 BONNEUIL EN
A",FR-95320 ST LEU LA
2024-09-11,PARTRP000121982,"825,93","267,50",SupplierPreInvoiceSPI00509365.pdf,"FR-95500 BONNEUIL EN
A",FR-77140 NEMOURS
2024-09-11,PARTRP000121983,"250,58","235,40",SupplierPreInvoiceSPI00509365.pdf,"FR-95500 BONNEUIL EN
A",FR-77400 ST THIBAULT
2024-09-12,PARTRP000121949,"1433,00","350,00",SupplierPreInvoiceSPI00509365.pdf,"FR-95310 ST OUEN
A",FR-80470 ST SAUVEUR
2024-09-12,PARTRP000122103,"523,06","246,10",SupplierPreInvoiceSPI00509365.pdf,"FR-95500 BONNEUIL EN
A",FR-95310 ST OUEN
2024-09-12,PARTRP000122107,"98,86","235,40",SupplierPreInvoiceSPI00509365.pdf,"FR-95500 BONNEUIL EN
A",FR-91120 PALAISEAU
2024-09-13,LILTRP000131863,"4667,63","320,00",SupplierPreInvoiceSPI00512501.pdf,"FR-60126 LONGUEIL STE
A",FR-77550 MOISSY-
2024-09-13,LILTRP000131919,"1413,30","250,00",SupplierPreInvoiceSPI00512501.pdf,"FR-60126 LONGUEIL STE
A",FR-78660 ABLIS
2024-09-13,LILTRP000131920,"4082,28","250,00",SupplierPreInvoiceSPI00512501.pdf,"FR-60126 LONGUEIL STE
A",
2024-09-18,LILTRP000132125,"8686,04","270,00",SupplierPreInvoiceSPI00512501.pdf,"FR-60126 LONGUEIL STE
A",FR-77700 SERRIS
2024-09-18,LILTRP000132111,"9257,66","270,00",SupplierPreInvoiceSPI00512501.pdf,"FR-60126 LONGUEIL STE
A",FR-77550 MOISSY-
2024-09-19,LILTRP000132021,"9147,84","270,00",SupplierPreInvoiceSPI00512501.pdf,"FR-60126 LONGUEIL STE
A",FR-77550 MOISSY
2024-09-19,LILTRP000132213,"5937,74","320,00",SupplierPreInvoiceSPI00512501.pdf,"FR-60126 LONGUEIL STE
A",
2024-09-19,LILTRP000132216,"8278,61","270,00",SupplierPreInvoiceSPI00512501.pdf,"FR-60126 LONGUEIL STE
A",FR-77700 SERRIS
2024-09-23,LILTRP000132327,"8611,36","320,00",SupplierPreInvoiceSPI00512501.pdf,"FR-60126 LONGUEIL STE
A",FR-77550 MOISSY-
2024-09-23,LILTRP000132240,"6651,37","270,00",SupplierPreInvoiceSPI00512501.pdf,"FR-60126 LONGUEIL STE
A",FR-60300 SENLIS
2024-09-25,LILTRP000132406,"9495,60","270,00",SupplierPreInvoiceSPI00512501.pdf,"FR-60126 LONGUEIL STE
A",FR-77550 MOISSY
2024-09-26,LILTRP000132604,"8925,50","270,00",SupplierPreInvoiceSPI00512501.pdf,"FR-60126 LONGUEIL STE
A",FR-77176 SAVIGNY LE
2024-09-13,PARTRP000122304,"1558,66","374,50",SupplierPreInvoiceSPI00512502.pdf,"FR-95500 BONNEUIL EN
A",FR-78200 BUCHELAY
2024-09-13,PARTRP000122309,"447,59","246,10",SupplierPreInvoiceSPI00512502.pdf,"FR-95500 BONNEUIL EN
A",FR-77320 LESCHEROLLES
2024-09-16,PARTRP000122280,"1079,28","160,00",SupplierPreInvoiceSPI00512502.pdf,"FR-91090 LISSES
A",FR-95670 MARLY
2024-09-16,PARTRP000122428,"631,35","246,10",SupplierPreInvoiceSPI00512502.pdf,"FR-95500 BONNEUIL EN
A",FR-77190 DAMMARIE LES
2024-09-16,PARTRP000122431,"565,18","235,40",SupplierPreInvoiceSPI00512502.pdf,"FR-95500 BONNEUIL EN
A",FR-91220 BRETIGNY SUR
2024-09-17,PARTRP000122692,"596,95","246,10",SupplierPreInvoiceSPI00512502.pdf,"FR-95500 BONNEUIL EN
A",FR-77140 NEMOURS
2024-09-17,PARTRP000122694,"192,05","235,10",SupplierPreInvoiceSPI00512502.pdf,"FR-95500 BONNEUIL EN
A",FR-78300 POISSY
2024-09-18,PARTRP000122683,"855,00","170,00",SupplierPreInvoiceSPI00512502.pdf,"FR-95310 ST OUEN
A",FR-95670 MARLY
2024-09-18,PARTRP000122632,"2350,00","180,00",SupplierPreInvoiceSPI00512502.pdf,"FR-77185 LOGNES
A",FR-95520 OSNY
2024-09-18,PARTRP000122378,"1155,00","300,00",SupplierPreInvoiceSPI00512502.pdf,"FR-95310 ST OUEN
A",FR-80470 ST SAUVEUR
2024-09-18,PARTRP000122129,"7114,73","350,00",SupplierPreInvoiceSPI00512502.pdf,"FR-60490 RESSONS SUR
A",FR-60300 SENLIS
2024-09-18,PARTRP000122936,"1319,80","363,80",SupplierPreInvoiceSPI00512502.pdf,"FR-95500 BONNEUIL EN
A",FR-78200 BUCHELAY
2024-09-18,PARTRP000122937,"395,97","224,70",SupplierPreInvoiceSPI00512502.pdf,"FR-95500 BONNEUIL EN
A",FR-78390 BOIS D ARCY
2024-09-18,PARTRP000122711,"8125,00","374,50",SupplierPreInvoiceSPI00512502.pdf,"FR-77170 BRIE COMTE
A",FR-60170 RIBECOURT
2024-09-19,PARTRP000122838,"319,97","180,00",SupplierPreInvoiceSPI00512502.pdf,"FR-95470 SURVILLIERS
A",FR-77550 REAU
2024-09-19,PARTRP000122381,"909,91","300,00",SupplierPreInvoiceSPI00512502.pdf,"FR-95310 ST OUEN
A",FR-80470 ST SAUVEUR
2024-09-19,PARTRP000123148,"333,99","224,70",SupplierPreInvoiceSPI00512502.pdf,"FR-95500 BONNEUIL EN
A",FR-91800 BRUNOY
2024-09-19,PARTRP000123149,"375,71","214,00",SupplierPreInvoiceSPI00512502.pdf,"FR-95500 BONNEUIL EN
A",FR-92200 NEUILLY SUR
2024-09-20,PARTRP000122888,"6342,88","120,00",SupplierPreInvoiceSPI00512502.pdf,"FR-77220 GRETZ-
A",FR-95640 MARINES
2024-09-20,PARTRP000122560,"108,00","300,00",SupplierPreInvoiceSPI00512502.pdf,"FR-95310 SAINT OUEN
A",FR-60300 SENLIS
2024-09-20,PARTRP000123348,"466,33","235,40",SupplierPreInvoiceSPI00512502.pdf,"FR-95500 BONNEUIL EN
A",FR-78200 BUCHELAY
2024-09-20,PARTRP000123349,"199,81","224,70",SupplierPreInvoiceSPI00512502.pdf,"FR-95500 BONNEUIL EN
A",FR-94210 LA VARENNE ST
2024-09-23,PARTRP000123130,"6400,00","100,00",SupplierPreInvoiceSPI00512502.pdf,"FR-60800 CREPY EN
A",FR-78520 LIMAY
2024-09-23,PARTRP000122573,"136,95","330,00",SupplierPreInvoiceSPI00512502.pdf,"FR-95310 SAINT OUEN
A",FR-60300 SENLIS
2024-09-23,PARTRP000123276,"125,00","170,00",SupplierPreInvoiceSPI00512502.pdf,"FR-92270 BOIS
A",FR-95610 ÉRAGNY SUR
2024-09-23,PARTRP000123424,"548,27","342,40",SupplierPreInvoiceSPI00512502.pdf,"FR-95500 BONNEUIL EN
A",FR-78310 COIGNIERES
2024-09-23,PARTRP000123426,"193,19","224,70",SupplierPreInvoiceSPI00512502.pdf,"FR-95500 BONNEUIL EN
A",FR-77310 PRINGY
2024-09-24,PARTRP000123590,"172,12","235,40",SupplierPreInvoiceSPI00512502.pdf,"FR-95500 BONNEUIL EN
A",FR-78580 MAULE
2024-09-24,PARTRP000123593,"843,67","246,10",SupplierPreInvoiceSPI00512502.pdf,"FR-95500 BONNEUIL EN
A",FR-78711 MANTES LA
2024-09-25,PARTRP000123326,"4920,00","400,00",SupplierPreInvoiceSPI00512502.pdf,"FR-94200 IVRY SUR SEINE
A",FR-60300 SENLIS
2024-09-25,PARTRP000123330,"5000,00","300,00",SupplierPreInvoiceSPI00512502.pdf,"FR-94200 IVRY SUR SEINE
A",FR-60300 SENLIS
2024-09-25,PARTRP000123808,"317,19","267,50",SupplierPreInvoiceSPI00512502.pdf,"FR-95500 BONNEUIL EN
A",FR-77720 AUBEPIERRE
2024-09-25,PARTRP000123814,"93,20","214,00",SupplierPreInvoiceSPI00512502.pdf,"FR-95500 BONNEUIL EN
A",FR-95320 ST LEU LA
2024-09-25,PARTRP000123724,"12082,00","374,50",SupplierPreInvoiceSPI00512502.pdf,"FR-77170 BRIE COMTE
A",FR-02200 SOISSONS
2024-09-26,PARTRP000123337,"2801,04","300,00",SupplierPreInvoiceSPI00512502.pdf,"FR-95310 ST OUEN
A",FR-60300 SENLIS
2024-09-26,PARTRP000124004,"1418,86","342,40",SupplierPreInvoiceSPI00512502.pdf,"FR-95500 BONNEUIL EN
A",FR-91210 DRAVEIL
2024-09-26,PARTRP000124010,"461,58","256,80",SupplierPreInvoiceSPI00512502.pdf,"FR-95500 BONNEUIL EN
A",FR-91590 BAULNE
2024-09-27,PARTRP000124174,"277,03","235,40",SupplierPreInvoiceSPI00512502.pdf,"FR-95500 BONNEUIL EN
A",FR-92140 CLAMART
2024-09-27,PARTRP000124178,"638,26","267,50",SupplierPreInvoiceSPI00512502.pdf,"FR-95500 BONNEUIL EN
A",FR-78610 AUFFARGIS
2024-09-30,PARTRP000124433,"629,70","14,00",SupplierPreInvoiceSPI00512502.pdf,"FR-95500 BONNEUIL EN
A",FR-92270 BOIS
2024-09-19,LILTRP000132021,"9147,84","-270,00",SupplierPreInvoiceSPI00515548.pdf,"FR-60126 LONGUEIL STE
A",FR-77550 MOISSY
2024-09-30,PARTRP000123847,"3300,00","300,00",SupplierPreInvoiceSPI00515549.pdf,"FR-94200 IVRY SUR SEINE
A",FR-60300 SENLIS
2024-09-30,PARTRP000123666,"11372,00","350,00",SupplierPreInvoiceSPI00515549.pdf,"FR-60500 RESSONS SUR
A",FR-60300 SENLIS
2024-09-30,PARTRP000124432,"706,41","267,50",SupplierPreInvoiceSPI00515549.pdf,"FR-95500 BONNEUIL EN
A",FR-77930 ST SAUVEUR
2024-09-30,PARTRP000124433,"629,70","200,00",SupplierPreInvoiceSPI00515549.pdf,"FR-95500 BONNEUIL EN
A",FR-92270 BOIS
2024-09-30,PARTRP000124434,"567,77","214,00",SupplierPreInvoiceSPI00515549.pdf,"FR-95500 BONNEUIL EN
A",FR-91620 NOZAY
2024-10-01,PARTRP000123858,"3800,00","250,00",SupplierPreInvoiceSPI00515549.pdf,"FR-95670 MARLY LA VILLE
A",FR-60300 SENLIS
2024-10-01,PARTRP000124591,"782,80","256,80",SupplierPreInvoiceSPI00515549.pdf,"FR-95500 BONNEUIL EN
A",FR-95510 VETHEUIL
2024-10-01,PARTRP000124592,"759,50","214,00",SupplierPreInvoiceSPI00515549.pdf,"FR-95500 BONNEUIL EN
A",FR-78830 BONNELLES
2024-10-01,PARTRP000124597,"295,30","214,00",SupplierPreInvoiceSPI00515549.pdf,"FR-95500 BONNEUIL EN
A",FR-77240 SEINE PORT
2024-10-02,PARTRP000124798,"694,58","203,30",SupplierPreInvoiceSPI00515549.pdf,"FR-95500 BONNEUIL EN
A",FR-78200 BUCHELAY
2024-10-02,PARTRP000124799,"757,13","256,80",SupplierPreInvoiceSPI00515549.pdf,"FR-95500 BONNEUIL EN
A",FR-91620 NOZAY
2024-10-02,PARTRP000124586,"4817,00","374,50",SupplierPreInvoiceSPI00515549.pdf,"FR-77170 BRIE COMTE
A",FR-02200 SOISSONS
2024-10-03,PARTRP000124967,"431,02","192,60",SupplierPreInvoiceSPI00515549.pdf,"FR-95500 BONNEUIL EN
A",FR-95800 CERGY
2024-10-03,PARTRP000124971,"381,80","192,60",SupplierPreInvoiceSPI00515549.pdf,"FR-95500 BONNEUIL EN
A",FR-91620 NOZAY
2024-10-04,PARTRP000125157,"481,36","235,40",SupplierPreInvoiceSPI00515549.pdf,"FR-95500 BONNEUIL EN
A",FR-92270 BOIS
2024-10-04,PARTRP000125158,"589,44","160,50",SupplierPreInvoiceSPI00515549.pdf,"FR-95500 BONNEUIL EN
A",FR-78000 VERSAILLES
2024-10-04,PARTRP000125159,"513,57","181,90",SupplierPreInvoiceSPI00515549.pdf,"FR-95500 BONNEUIL EN
A",FR-94370 SUCY EN BRIE
2024-10-07,PARTRP000124346,"2200,00","300,00",SupplierPreInvoiceSPI00515549.pdf,"FR-94200 IVRY SUR SEINE
A",FR-60300 SENLIS
2024-10-07,PARTRP000125320,"768,84","203,30",SupplierPreInvoiceSPI00515549.pdf,"FR-95500 BONNEUIL EN
A",FR-77780 BOURRON
2024-10-07,PARTRP000125323,"540,84","192,60",SupplierPreInvoiceSPI00515549.pdf,"FR-95500 BONNEUIL EN
A",FR-91720 MAISSE
2024-10-08,PARTRP000125258,"881,04","170,00",SupplierPreInvoiceSPI00515549.pdf,"FR-95650 PUISEUX
A",FR-95670 MARLY
2024-10-08,PARTRP000125507,"347,36","160,50",SupplierPreInvoiceSPI00515549.pdf,"FR-95500 BONNEUIL EN
A",FR-95240 CORMEILLES
2024-10-08,PARTRP000125509,"201,13","160,50",SupplierPreInvoiceSPI00515549.pdf,"FR-95500 BONNEUIL EN
A",FR-93140 BONDY
2024-10-09,PARTRP000125147,"331,04","180,00",SupplierPreInvoiceSPI00515549.pdf,"FR-95310 ST OUEN
A",FR-80470 ST SAUVEUR
2024-10-09,PARTRP000125683,"314,24","214,00",SupplierPreInvoiceSPI00515549.pdf,"FR-95500 BONNEUIL EN
A",FR-77450 REAU
2024-10-09,PARTRP000125684,"202,58","160,50",SupplierPreInvoiceSPI00515549.pdf,"FR-95500 BONNEUIL EN
A",FR-93460 GOURNAY SUR
2024-10-10,PARTRP000125459,"5385,00","300,00",SupplierPreInvoiceSPI00515549.pdf,"FR-94200 IVRY SUR SEINE
A",FR-60300 SENLIS
2024-10-11,PARTRP000125917,"415,37","181,90",SupplierPreInvoiceSPI00515549.pdf,"FR-95500 BONNEUIL EN
A",FR-94310 ORLY
2024-10-11,PARTRP000125918,"252,37","192,60",SupplierPreInvoiceSPI00515549.pdf,"FR-95500 BONNEUIL EN
A",FR-91220 BRETIGNY SUR
2024-10-11,PARTRP000126070,"777,89","235,40",SupplierPreInvoiceSPI00515549.pdf,"FR-95500 BONNEUIL EN
A",FR-92500 RUEIL
2024-10-11,PARTRP000126071,"470,11","192,60",SupplierPreInvoiceSPI00515549.pdf,"FR-95500 BONNEUIL EN
A",FR-91480 VARENNES
2024-10-29,LILTRP000134720,"7037,55","400,00",SupplierPreInvoiceSPI00518876.pdf,"FR-60126 LONGUEIL STE
A",FR-95820 BRUYÈRES SUR
2024-10-15,PARTRP000126050,"944,01","170,00",SupplierPreInvoiceSPI00518877.pdf,"FR-95650 PUISEUX
A",FR-95670 MARLY
2024-10-15,PARTRP000126411,"242,93","160,50",SupplierPreInvoiceSPI00518877.pdf,"FR-95500 BONNEUIL EN
A",FR-78800 HOUILLES
2024-10-15,PARTRP000126412,"249,04","181,90",SupplierPreInvoiceSPI00518877.pdf,"FR-95500 BONNEUIL EN
A",FR-78711 MANTES LA
2024-10-15,PARTRP000126413,"889,99","192,60",SupplierPreInvoiceSPI00518877.pdf,"FR-95500 BONNEUIL EN
A",FR-92500 RUEIL
2024-10-16,PARTRP000126369,"3906,60","220,00",SupplierPreInvoiceSPI00518877.pdf,"FR-77185 LOGNES
A",FR-93400 ST OUEN
2024-10-16,PARTRP000125880,"4930,00","300,00",SupplierPreInvoiceSPI00518877.pdf,"FR-94200 IVRY SUR SEINE
A",FR-60300 SENLIS
2024-10-16,PARTRP000126614,"222,56","214,00",SupplierPreInvoiceSPI00518877.pdf,"FR-95500 BONNEUIL EN
A",FR-78200 BUCHELAY
2024-10-16,PARTRP000126615,"86,92","214,00",SupplierPreInvoiceSPI00518877.pdf,"FR-95500 BONNEUIL EN
A",FR-91800 BRUNOY
2024-10-16,PARTRP000126562,"7922,00","404,50",SupplierPreInvoiceSPI00518877.pdf,"FR-77170 BRIE COMTE
A",FR-02400 CHÂTEAU
2024-10-17,PARTRP000126814,"73,40","214,00",SupplierPreInvoiceSPI00518877.pdf,"FR-95500 BONNEUIL EN
A",FR-91160 CHAMPLAN
2024-10-17,PARTRP000126815,"616,19","203,30",SupplierPreInvoiceSPI00518877.pdf,"FR-95500 BONNEUIL EN
A",FR-77190 DAMMARIE LES
2024-10-17,PARTRP000126533,"1200,00","150,00",SupplierPreInvoiceSPI00518877.pdf,"FR-94200 IVRY SUR SEINE
A",FR-77185 LOGNES
2024-10-18,PARTRP000126220,"1133,02","250,00",SupplierPreInvoiceSPI00518877.pdf,"FR-77127 LIEUSAINT
A",FR-80470 ST SAUVEUR
2024-10-18,PARTRP000127016,"375,77","171,20",SupplierPreInvoiceSPI00518877.pdf,"FR-95500 BONNEUIL EN
A",FR-77120 MOUROUX
2024-10-18,PARTRP000127017,"684,88","246,10",SupplierPreInvoiceSPI00518877.pdf,"FR-95500 BONNEUIL EN
A",FR-78125 MITTAINVILLE
2024-10-28,PARTRP000128179,"281,79","246,10",SupplierPreInvoiceSPI00518877.pdf,"FR-95500 BONNEUIL EN
A",FR-78200 BUCHELAY
2024-10-28,PARTRP000128180,"47,78","203,30",SupplierPreInvoiceSPI00518877.pdf,"FR-95500 BONNEUIL EN
A",FR-77510 SABLONNIERES
2024-10-29,PARTRP000128029,"955,08","530,00",SupplierPreInvoiceSPI00518877.pdf,"FR-95310 ST OUEN
A",FR-80470 ST SAUVEUR
2024-10-29,PARTRP000128296,"450,93","321,00",SupplierPreInvoiceSPI00518877.pdf,"FR-95500 BONNEUIL EN
A",FR-78630 ORGEVAL
2024-10-29,PARTRP000128298,"586,75","227,70",SupplierPreInvoiceSPI00518877.pdf,"FR-95500 BONNEUIL EN
A",FR-91640 BRIIS SOUS
2024-10-30,PARTRP000128027,"4098,00","200,00",SupplierPreInvoiceSPI00518877.pdf,"FR-95310 SAINT OUEN
A",FR-45770 SARAN
2024-10-30,PARTRP000128500,"298,51","224,70",SupplierPreInvoiceSPI00518877.pdf,"FR-95500 BONNEUIL EN
A",FR-77580 MAISONCELLES
2024-10-30,PARTRP000128504,"478,76","224,70",SupplierPreInvoiceSPI00518877.pdf,"FR-95500 BONNEUIL EN
A",FR-92420 VAUCRESSON
2024-10-30,PARTRP000127632,"11272,41","350,00",SupplierPreInvoiceSPI00518877.pdf,"FR-60490 RESSONS-SUR-
A",FR-60300 SENLIS
2023-11-16,LILTRP000115832,"1243,27","250,00",SupplierPreInvoiceSPI00521892.pdf,"FR-60126 LONGUEIL STE
A",FR-91140 VILLEBON-SUR-
2024-09-26,LILTRP000132604,"8925,50","0,00",SupplierPreInvoiceSPI00521893.pdf,"FR-60126 LONGUEIL STE
A",FR-77176 SAVIGNY LE
2024-11-14,LILTRP000135716,"2928,44","270,00",SupplierPreInvoiceSPI00521893.pdf,"FR-60126 LONGUEIL STE
A",FR-91140 VILLEBON-SUR-
2023-12-04,PARTRP000100553,"856,75","250,00",SupplierPreInvoiceSPI00521894.pdf,"FR-95500 BONNEUIL EN
A",FR-93110 ROSNY SOUS
2023-12-12,PARTRP000100787,"1250,03","350,00",SupplierPreInvoiceSPI00521894.pdf,"FR-95470 SURVILLIERS
A",FR-77550 REAU
2023-12-15,PARTRP000101233,"501,45","240,00",SupplierPreInvoiceSPI00521895.pdf,"FR-95500 BONNEUIL EN
A",FR-93110 ROSNY SOUS
2023-12-28,PARTRP000101562,"104,12","120,00",SupplierPreInvoiceSPI00521895.pdf,"FR-95500 BONNEUIL EN
A",FR-93110 ROSNY SOUS
2024-01-04,PARTRP000101817,"806,83","240,00",SupplierPreInvoiceSPI00521896.pdf,"FR-95500 BONNEUIL EN
A",FR-78200 BUCHELAY
2024-01-09,PARTRP000102030,"496,31","240,00",SupplierPreInvoiceSPI00521896.pdf,"FR-95500 BONNEUIL EN
A",FR-93110 ROSNY SOUS
2024-10-31,PARTRP000128804,"625,80","214,00",SupplierPreInvoiceSPI00521897.pdf,"FR-95500 BONNEUIL EN
A",FR-78112 SAINT GERMAIN
2024-10-31,PARTRP000128805,"823,66","224,70",SupplierPreInvoiceSPI00521897.pdf,"FR-95500 BONNEUIL EN
A",FR-95190 GOUSSAINVILLE
2024-11-04,PARTRP000129000,"564,98","256,80",SupplierPreInvoiceSPI00521897.pdf,"FR-95500 BONNEUIL EN
A",FR-77380 COMBS LA
2024-11-04,PARTRP000129002,"526,91","256,80",SupplierPreInvoiceSPI00521897.pdf,"FR-95500 BONNEUIL EN
A",FR-78711 MANTES LA
2024-11-05,PARTRP000128506,"4200,00","300,00",SupplierPreInvoiceSPI00521897.pdf,"FR-94200 IVRY SUR SEINE
A",FR-60300 SENLIS
2024-11-05,PARTRP000128637,"730,00","150,00",SupplierPreInvoiceSPI00521897.pdf,"FR-94200 IVRY SUR SEINE
A",FR-77185 LOGNES
2024-11-05,PARTRP000129145,"804,98","224,70",SupplierPreInvoiceSPI00521897.pdf,"FR-95500 BONNEUIL EN
A",
2024-11-05,PARTRP000129146,"436,77","246,10",SupplierPreInvoiceSPI00521897.pdf,"FR-95500 BONNEUIL EN
A",FR-95800 CERGY
2024-11-06,PARTRP000128514,"3500,00","300,00",SupplierPreInvoiceSPI00521897.pdf,"FR-94200 IVRY SUR SEINE
A",FR-60300 SENLIS
2024-11-06,PARTRP000128830,"1472,00","250,00",SupplierPreInvoiceSPI00521897.pdf,"FR-95470 SURVILLIERS
A",FR-77550 REAU
2024-11-06,PARTRP000129368,"631,20","246,10",SupplierPreInvoiceSPI00521897.pdf,"FR-95500 BONNEUIL EN
A",FR-78830 BONNELLES
2024-11-06,PARTRP000129370,"288,21","214,00",SupplierPreInvoiceSPI00521897.pdf,"FR-95500 BONNEUIL EN
A",FR-94440 VILLECRESNES
2024-11-06,PARTRP000129243,"6767,00","374,50",SupplierPreInvoiceSPI00521897.pdf,"FR-77170 BRIE COMTE
A",FR-51300 VITRY LE
2024-11-07,PARTRP000128826,"960,07","250,00",SupplierPreInvoiceSPI00521897.pdf,"FR-60440 NANTEUIL LE
A",FR-77550 REAU
2024-11-07,PARTRP000129528,"324,48","224,70",SupplierPreInvoiceSPI00521897.pdf,"FR-95500 BONNEUIL EN
A",FR-95530 LA FRETTE SUR
2024-11-07,PARTRP000129532,"90,41","235,40",SupplierPreInvoiceSPI00521897.pdf,"FR-95500 BONNEUIL EN
A",FR-78980 LONGNES
2024-11-08,PARTRP000129837,"530,96","246,10",SupplierPreInvoiceSPI00521897.pdf,"FR-95500 BONNEUIL EN
A",FR-78830 BONNELLES
2024-11-08,PARTRP000129839,"700,08","246,10",SupplierPreInvoiceSPI00521897.pdf,"FR-95500 BONNEUIL EN
A",FR-94310 ORLY
